1file_id	2sample	3DNA_code	4ADM_#	5SPECIES	6POP_CODE	7POPNAME	8POP#	9GROUP	10LONG	11LAT	12server	13path	14plastome	15Haplogroup
KIMB16_1_DNA640	KIMB16_1	640	342	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_ATCACG.bam	DONE	HapZ
KIMB16_4_DNA430	KIMB16_4	430	345	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_TTAGGC.bam	DONE	HapY
KIMB16_5_DNA590	KIMB16_5	590	346	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0393/C10ERACXX_5/IX0393_C10ERACXX_5_AAATGC.bam	DONE	HapZ
KIMB16_6_DNA432	KIMB16_6	432	347	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_GGCTAC.bam	DONE	HapY
MCGR15_4_DNA375	MCGR15_4	375	470	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_ATGTCA.bam	DONE	HapY
MCGR15_6_DNA436	MCGR15_6	436	471	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CACCGG.bam	DONE	HapZ
MCGR15_7_DNA103	MCGR15_7	103	472	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX926/D0UM2ACXX_6/INX926_D0UM2ACXX_6_CATGGC.bam	DONE	HapY
MCGR15_8_DNA376	MCGR15_8	376	473	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_ATCTAT.bam	DONE	HapV
NKND3_2_DNA641	NKND3_2	641	557	PTRI	NKND	Nakina river/D	3	C01	-133.183333	58.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0981/D18W4ACXX_3/IX0981_D18W4ACXX_3_GATCAG.bam	DONE	HapY
Pt13020402_DNA1177	Pt13020402	1177	624	PTRI	Pt13020402	"Shasta County, CA"	31	C05	-122.315689	41.147895	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TCGAAG.bam	DONE	HapU
Pt13020404_DNA1178	Pt13020404	1178	625	PTRI	Pt13020404	"Shasta County, CA"	31	C05	-122.323569	41.147362	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TTCTCC.bam	DONE	HapU
Pt13020501_DNA1179	Pt13020501	1179	626	PTRI	Pt13020501	"Linn County, OR"	31	C05	-123.059431	44.655976	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_CAGATC.bam	DONE	HapU
QAUS16_1_DNA382	QAUS16_1	382	629	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_TTCTCC.bam	DONE	HapZ
QAUS16_3_DNA441	QAUS16_3	441	630	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_TGCTGG.bam	DONE	HapY
QAUS16_4_DNA169	QAUS16_4	169	631	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX957/C0KVAACXX_6/INX957_C0KVAACXX_6_GTAGAG.bam	DONE	HapV
QAUS16_7_DNA383	QAUS16_7	383	632	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_GTGAAA.bam	DONE	HapZ
QBKR16_3_DNA171	QBKR16_3	171	633	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX958/C0KVAACXX_7/INX958_C0KVAACXX_7_AAACAT.bam	DONE	HapZ
QBKR16_4_DNA405	QBKR16_4	405	634	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_ATCACG.bam	DONE	HapY
QBKR16_5_DNA384	QBKR16_5	384	635	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_CAGATC.bam	DONE	HapY
QCTN16_1_DNA442	QCTN16_1	442	636	PTRI	QCTN	Cottonwood	16	C02	-122.15	53.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_CCGTCC.bam	DONE	HapV
QFRS16_1_DNA385	QFRS16_1	385	639	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AAATGC.bam	DONE	HapZ
QFRS16_3_DNA443	QFRS16_3	443	641	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_TGACCA.bam	DONE	HapV
QFRS16_4_DNA119	QFRS16_4	119	642	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX934/D0UJNACXX_1/INX934_D0UJNACXX_1_ATCACG.bam	DONE	HapY
QLKE16_2_DNA172	QLKE16_2	172	645	PTRI	QLKE	Quesnel lake	16	C02	-122.316667	52.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX959/C0KVAACXX_8/INX959_C0KVAACXX_8_AAGGAC.bam	DONE	HapV
QLKE16_4_DNA238	QLKE16_4	238	647	PTRI	QLKE	Quesnel lake	16	C02	-122.316667	52.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0329/D102LACXX_1/IX0329_D102LACXX_1_GATCAG.bam	DONE	HapY
SHEL15_1_DNA387	SHEL15_1	387	659	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AGATAG.bam	DONE	HapY
SHEL15_3_DNA444	SHEL15_3	444	661	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_CTTGTA.bam	DONE	HapY
SHEL15_6_DNA445	SHEL15_6	445	664	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_AAGCGA.bam	DONE	HapY
SKNP10_11_DNA396	SKNP10_11	396	685	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_ACTTGA.bam	DONE	#N/A
STEL14_1_DNA245	STEL14_1	245	766	PTRI	STEL	Stellako river	14	C01	-124.916667	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0330/D102LACXX_2/IX0330_D102LACXX_2_CAAAAG.bam	DONE	HapY
TAKB3_3_DNA282	TAKB3_3	282	797	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_CCACGC.bam	DONE	HapW
TAKB3_4_DNA275	TAKB3_4	275	798	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_CGATGT.bam	DONE	HapW
TAKB3_5_DNA276	TAKB3_5	276	799	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_TAGCTT.bam	DONE	HapX
TATB1_4_DNA284	TATB1_4	284	800	PTRI	TATB	Tatshenshini river/B	1	C01	-137.833333	59.433333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_CTATAC.bam	DONE	HapY
TATB1_7_DNA278	TATB1_7	278	801	PTRI	TATB	Tatshenshini river/B	1	C01	-137.833333	59.433333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_AACTTG.bam	DONE	HapX
TNZA4_3_DNA453	TNZA4_3	453	805	PTRI	TNZA	Tanzilla river/A	4	C01	-130.466667	58.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_TGGCGC.bam	DONE	HapZ
WFSH13_6_DNA455	WFSH13_6	455	833	PTRI	WFSH	Whitefish Bay	13	C01	-124.766667	54.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_ACAGTG.bam	DONE	HapY
WLOW15_1_DNA279	WLOW15_1	279	849	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_ACCGGC.bam	DONE	HapY
